User-ID,Persona,Primary_Genre,Secondary_Genre
10289,Health & Self-Help Reader,"Health, Family & Personal Development","Business & Economics, Crafts, Home & Lifestyle"
10290,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10291,Engineering Student,Engineering,"Higher Education Textbooks, Exam Preparation"
10292,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10293,Arts & Photography Enthusiast,"Arts, Film & Photography","Crafts, Home & Lifestyle, Language, Linguistics & Writing"
10294,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10295,Health & Self-Help Reader,"Health, Family & Personal Development","Business & Economics, Crafts, Home & Lifestyle"
10296,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10297,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10298,Engineering Student,Engineering,"Higher Education Textbooks, Exam Preparation"
10299,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10300,Crime & Mystery Reader,"Crime, Thriller & Mystery","Fantasy, Horror & Science Fiction, Literature & Fiction"
10301,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10302,Crime & Mystery Reader,"Crime, Thriller & Mystery","Fantasy, Horror & Science Fiction, Literature & Fiction"
10303,Higher Education Student,Higher Education Textbooks,"Engineering, Exam Preparation"
10304,Law & Governance Reader,Law,"Exam Preparation, Higher Education Textbooks"
10305,Crime & Mystery Reader,"Crime, Thriller & Mystery","Fantasy, Horror & Science Fiction, Literature & Fiction"
10306,Arts & Photography Enthusiast,"Arts, Film & Photography","Crafts, Home & Lifestyle, Language, Linguistics & Writing"
10307,Business & Economics Reader,Business & Economics,"Health, Family & Personal Development, Higher Education Textbooks"
10308,Children's Book Reader,Children's Books,"Language, Linguistics & Writing, Literature & Fiction"
10309,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10310,Law & Governance Reader,Law,"Exam Preparation, Higher Education Textbooks"
10311,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10312,Literature & Fiction Reader,Literature & Fiction,"Fantasy, Horror & Science Fiction, Biographies, Diaries & True Accounts"
10313,Health & Self-Help Reader,"Health, Family & Personal Development","Business & Economics, Crafts, Home & Lifestyle"
10314,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10315,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10316,Arts & Photography Enthusiast,"Arts, Film & Photography","Crafts, Home & Lifestyle, Language, Linguistics & Writing"
10317,Crime & Mystery Reader,"Crime, Thriller & Mystery","Fantasy, Horror & Science Fiction, Literature & Fiction"
10318,Literature & Fiction Reader,Literature & Fiction,"Fantasy, Horror & Science Fiction, Biographies, Diaries & True Accounts"
10319,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10320,Arts & Photography Enthusiast,"Arts, Film & Photography","Crafts, Home & Lifestyle, Language, Linguistics & Writing"
10321,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10322,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10323,Engineering Student,Engineering,"Higher Education Textbooks, Exam Preparation"
10324,Literature & Fiction Reader,Literature & Fiction,"Fantasy, Horror & Science Fiction, Biographies, Diaries & True Accounts"
10325,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10326,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10327,Crime & Mystery Reader,"Crime, Thriller & Mystery","Fantasy, Horror & Science Fiction, Literature & Fiction"
10328,Engineering Student,Engineering,"Higher Education Textbooks, Exam Preparation"
10329,Higher Education Student,Higher Education Textbooks,"Engineering, Exam Preparation"
10330,Health & Self-Help Reader,"Health, Family & Personal Development","Business & Economics, Crafts, Home & Lifestyle"
10331,Biography & History Reader,"Biographies, Diaries & True Accounts","History, Language, Linguistics & Writing"
10332,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10333,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10334,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10335,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10336,Law & Governance Reader,Law,"Exam Preparation, Higher Education Textbooks"
10337,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10338,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10339,Arts & Photography Enthusiast,"Arts, Film & Photography","Crafts, Home & Lifestyle, Language, Linguistics & Writing"
10340,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10341,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10342,Arts & Photography Enthusiast,"Arts, Film & Photography","Crafts, Home & Lifestyle, Language, Linguistics & Writing"
10343,Higher Education Student,Higher Education Textbooks,"Engineering, Exam Preparation"
10344,Literature & Fiction Reader,Literature & Fiction,"Fantasy, Horror & Science Fiction, Biographies, Diaries & True Accounts"
10345,Fantasy / Horror / Sci-Fi Reader,"Fantasy, Horror & Science Fiction","Literature & Fiction, Children's Books"
10346,Business & Economics Reader,Business & Economics,"Health, Family & Personal Development, Higher Education Textbooks"
10347,Biography & History Reader,"Biographies, Diaries & True Accounts","History, Language, Linguistics & Writing"
10348,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10349,Fantasy / Horror / Sci-Fi Reader,"Fantasy, Horror & Science Fiction","Literature & Fiction, Children's Books"
10350,Biography & History Reader,"Biographies, Diaries & True Accounts","History, Language, Linguistics & Writing"
10351,Engineering Student,Engineering,"Higher Education Textbooks, Exam Preparation"
10352,Biography & History Reader,"Biographies, Diaries & True Accounts","History, Language, Linguistics & Writing"
10353,Arts & Photography Enthusiast,"Arts, Film & Photography","Crafts, Home & Lifestyle, Language, Linguistics & Writing"
10354,Biography & History Reader,"Biographies, Diaries & True Accounts","History, Language, Linguistics & Writing"
10355,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10356,Law & Governance Reader,Law,"Exam Preparation, Higher Education Textbooks"
10357,Biography & History Reader,"Biographies, Diaries & True Accounts","History, Language, Linguistics & Writing"
10358,Children's Book Reader,Children's Books,"Language, Linguistics & Writing, Literature & Fiction"
10359,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10360,Law & Governance Reader,Law,"Exam Preparation, Higher Education Textbooks"
10361,Engineering Student,Engineering,"Higher Education Textbooks, Exam Preparation"
10362,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10363,Literature & Fiction Reader,Literature & Fiction,"Fantasy, Horror & Science Fiction, Biographies, Diaries & True Accounts"
10364,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10365,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10366,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10367,Biography & History Reader,"Biographies, Diaries & True Accounts","History, Language, Linguistics & Writing"
10368,Crime & Mystery Reader,"Crime, Thriller & Mystery","Fantasy, Horror & Science Fiction, Literature & Fiction"
10369,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10370,Law & Governance Reader,Law,"Exam Preparation, Higher Education Textbooks"
10371,Literature & Fiction Reader,Literature & Fiction,"Fantasy, Horror & Science Fiction, Biographies, Diaries & True Accounts"
10372,Health & Self-Help Reader,"Health, Family & Personal Development","Business & Economics, Crafts, Home & Lifestyle"
10373,Children's Book Reader,Children's Books,"Language, Linguistics & Writing, Literature & Fiction"
10374,Health & Self-Help Reader,"Health, Family & Personal Development","Business & Economics, Crafts, Home & Lifestyle"
10375,Crime & Mystery Reader,"Crime, Thriller & Mystery","Fantasy, Horror & Science Fiction, Literature & Fiction"
10376,Fantasy / Horror / Sci-Fi Reader,"Fantasy, Horror & Science Fiction","Literature & Fiction, Children's Books"
10377,Business & Economics Reader,Business & Economics,"Health, Family & Personal Development, Higher Education Textbooks"
10378,Business & Economics Reader,Business & Economics,"Health, Family & Personal Development, Higher Education Textbooks"
10379,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10380,Higher Education Student,Higher Education Textbooks,"Engineering, Exam Preparation"
10381,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10382,Higher Education Student,Higher Education Textbooks,"Engineering, Exam Preparation"
10383,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10384,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10385,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10386,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10387,Children's Book Reader,Children's Books,"Language, Linguistics & Writing, Literature & Fiction"
10388,Arts & Photography Enthusiast,"Arts, Film & Photography","Crafts, Home & Lifestyle, Language, Linguistics & Writing"
10389,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10390,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10391,Arts & Photography Enthusiast,"Arts, Film & Photography","Crafts, Home & Lifestyle, Language, Linguistics & Writing"
10392,Law & Governance Reader,Law,"Exam Preparation, Higher Education Textbooks"
10393,Health & Self-Help Reader,"Health, Family & Personal Development","Business & Economics, Crafts, Home & Lifestyle"
10394,Arts & Photography Enthusiast,"Arts, Film & Photography","Crafts, Home & Lifestyle, Language, Linguistics & Writing"
10395,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10396,Health & Self-Help Reader,"Health, Family & Personal Development","Business & Economics, Crafts, Home & Lifestyle"
10397,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10398,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10399,Business & Economics Reader,Business & Economics,"Health, Family & Personal Development, Higher Education Textbooks"
10400,Health & Self-Help Reader,"Health, Family & Personal Development","Business & Economics, Crafts, Home & Lifestyle"
10401,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10402,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10403,Health & Self-Help Reader,"Health, Family & Personal Development","Business & Economics, Crafts, Home & Lifestyle"
10404,Literature & Fiction Reader,Literature & Fiction,"Fantasy, Horror & Science Fiction, Biographies, Diaries & True Accounts"
10405,Health & Self-Help Reader,"Health, Family & Personal Development","Business & Economics, Crafts, Home & Lifestyle"
10406,Biography & History Reader,"Biographies, Diaries & True Accounts","History, Language, Linguistics & Writing"
10407,Fantasy / Horror / Sci-Fi Reader,"Fantasy, Horror & Science Fiction","Literature & Fiction, Children's Books"
10408,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10409,Arts & Photography Enthusiast,"Arts, Film & Photography","Crafts, Home & Lifestyle, Language, Linguistics & Writing"
10410,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10411,Law & Governance Reader,Law,"Exam Preparation, Higher Education Textbooks"
10412,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10413,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10414,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10415,Higher Education Student,Higher Education Textbooks,"Engineering, Exam Preparation"
10416,Biography & History Reader,"Biographies, Diaries & True Accounts","History, Language, Linguistics & Writing"
10417,Fantasy / Horror / Sci-Fi Reader,"Fantasy, Horror & Science Fiction","Literature & Fiction, Children's Books"
10418,Crime & Mystery Reader,"Crime, Thriller & Mystery","Fantasy, Horror & Science Fiction, Literature & Fiction"
10419,Children's Book Reader,Children's Books,"Language, Linguistics & Writing, Literature & Fiction"
10420,Law & Governance Reader,Law,"Exam Preparation, Higher Education Textbooks"
10421,Fantasy / Horror / Sci-Fi Reader,"Fantasy, Horror & Science Fiction","Literature & Fiction, Children's Books"
10422,Higher Education Student,Higher Education Textbooks,"Engineering, Exam Preparation"
10423,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10424,Biography & History Reader,"Biographies, Diaries & True Accounts","History, Language, Linguistics & Writing"
10425,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10426,Crime & Mystery Reader,"Crime, Thriller & Mystery","Fantasy, Horror & Science Fiction, Literature & Fiction"
10427,Health & Self-Help Reader,"Health, Family & Personal Development","Business & Economics, Crafts, Home & Lifestyle"
10428,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10429,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10430,Law & Governance Reader,Law,"Exam Preparation, Higher Education Textbooks"
10431,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10432,Law & Governance Reader,Law,"Exam Preparation, Higher Education Textbooks"
10433,Law & Governance Reader,Law,"Exam Preparation, Higher Education Textbooks"
10434,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10435,Arts & Photography Enthusiast,"Arts, Film & Photography","Crafts, Home & Lifestyle, Language, Linguistics & Writing"
10436,Health & Self-Help Reader,"Health, Family & Personal Development","Business & Economics, Crafts, Home & Lifestyle"
10437,Crime & Mystery Reader,"Crime, Thriller & Mystery","Fantasy, Horror & Science Fiction, Literature & Fiction"
10438,Higher Education Student,Higher Education Textbooks,"Engineering, Exam Preparation"
10439,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10440,Business & Economics Reader,Business & Economics,"Health, Family & Personal Development, Higher Education Textbooks"
10441,Arts & Photography Enthusiast,"Arts, Film & Photography","Crafts, Home & Lifestyle, Language, Linguistics & Writing"
10442,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10443,Higher Education Student,Higher Education Textbooks,"Engineering, Exam Preparation"
10444,Literature & Fiction Reader,Literature & Fiction,"Fantasy, Horror & Science Fiction, Biographies, Diaries & True Accounts"
10445,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10446,Engineering Student,Engineering,"Higher Education Textbooks, Exam Preparation"
10447,Engineering Student,Engineering,"Higher Education Textbooks, Exam Preparation"
10448,Fantasy / Horror / Sci-Fi Reader,"Fantasy, Horror & Science Fiction","Literature & Fiction, Children's Books"
10449,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10450,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10451,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10452,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10453,Crime & Mystery Reader,"Crime, Thriller & Mystery","Fantasy, Horror & Science Fiction, Literature & Fiction"
10454,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10455,Fantasy / Horror / Sci-Fi Reader,"Fantasy, Horror & Science Fiction","Literature & Fiction, Children's Books"
10456,Arts & Photography Enthusiast,"Arts, Film & Photography","Crafts, Home & Lifestyle, Language, Linguistics & Writing"
10457,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10458,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10459,Higher Education Student,Higher Education Textbooks,"Engineering, Exam Preparation"
10460,Engineering Student,Engineering,"Higher Education Textbooks, Exam Preparation"
10461,Higher Education Student,Higher Education Textbooks,"Engineering, Exam Preparation"
10462,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10463,Higher Education Student,Higher Education Textbooks,"Engineering, Exam Preparation"
10464,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10465,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10466,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10467,Fantasy / Horror / Sci-Fi Reader,"Fantasy, Horror & Science Fiction","Literature & Fiction, Children's Books"
10468,Higher Education Student,Higher Education Textbooks,"Engineering, Exam Preparation"
10469,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10470,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10471,Arts & Photography Enthusiast,"Arts, Film & Photography","Crafts, Home & Lifestyle, Language, Linguistics & Writing"
10472,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10473,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10474,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10475,Health & Self-Help Reader,"Health, Family & Personal Development","Business & Economics, Crafts, Home & Lifestyle"
10476,Fantasy / Horror / Sci-Fi Reader,"Fantasy, Horror & Science Fiction","Literature & Fiction, Children's Books"
10477,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10478,Higher Education Student,Higher Education Textbooks,"Engineering, Exam Preparation"
10479,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10480,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10481,Business & Economics Reader,Business & Economics,"Health, Family & Personal Development, Higher Education Textbooks"
10482,Children's Book Reader,Children's Books,"Language, Linguistics & Writing, Literature & Fiction"
10483,Engineering Student,Engineering,"Higher Education Textbooks, Exam Preparation"
10484,History Reader,History,"Biographies, Diaries & True Accounts, Language, Linguistics & Writing"
10485,Crime & Mystery Reader,"Crime, Thriller & Mystery","Fantasy, Horror & Science Fiction, Literature & Fiction"
10486,Fantasy / Horror / Sci-Fi Reader,"Fantasy, Horror & Science Fiction","Literature & Fiction, Children's Books"
10487,Health & Self-Help Reader,"Health, Family & Personal Development","Business & Economics, Crafts, Home & Lifestyle"
10488,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10489,Exam Preparation Student,Exam Preparation,"Higher Education Textbooks, Engineering"
10490,Business & Economics Reader,Business & Economics,"Health, Family & Personal Development, Higher Education Textbooks"
10491,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10492,Fantasy / Horror / Sci-Fi Reader,"Fantasy, Horror & Science Fiction","Literature & Fiction, Children's Books"
10493,Biography & History Reader,"Biographies, Diaries & True Accounts","History, Language, Linguistics & Writing"
10494,Fantasy / Horror / Sci-Fi Reader,"Fantasy, Horror & Science Fiction","Literature & Fiction, Children's Books"
10495,Crime & Mystery Reader,"Crime, Thriller & Mystery","Fantasy, Horror & Science Fiction, Literature & Fiction"
10496,Business & Economics Reader,Business & Economics,"Health, Family & Personal Development, Higher Education Textbooks"
10497,Language & Writing Enthusiast,"Language, Linguistics & Writing","Literature & Fiction, Arts, Film & Photography"
10498,Crafts & Lifestyle Reader,"Crafts, Home & Lifestyle","Health, Family & Personal Development, Business & Economics"
10499,Arts & Photography Enthusiast,"Arts, Film & Photography","Crafts, Home & Lifestyle, Language, Linguistics & Writing"
